user_id,data,tipo,categoria,valor
19,2026-01-04,receita,salario,8392
19,2026-01-24,despesa,alimentacao,643
19,2026-01-19,receita,salario,8392
19,2026-03-01,despesa,transporte,1392
19,2026-03-24,receita,salario,8392
19,2026-03-17,despesa,transporte,1047
19,2026-01-31,despesa,educacao,68
19,2026-02-17,despesa,educacao,1423
19,2026-02-24,despesa,educacao,530
19,2026-01-18,despesa,transporte,1186
20,2026-02-16,despesa,educacao,1069
20,2026-02-14,receita,salario,7415
20,2026-03-11,despesa,alimentacao,1825
20,2026-02-16,receita,salario,7415
20,2026-03-11,despesa,transporte,173
20,2026-03-16,despesa,educacao,651
20,2026-01-16,receita,salario,7415
20,2026-03-02,despesa,alimentacao,1844
20,2026-03-18,despesa,educacao,1935
20,2026-03-11,despesa,lazer,1950
20,2026-02-20,despesa,educacao,1499
20,2026-02-04,despesa,lazer,630
20,2026-03-05,receita,salario,7415
20,2026-02-18,despesa,educacao,753
20,2026-01-05,despesa,moradia,1675
20,2026-01-04,receita,salario,7415
20,2026-02-08,despesa,educacao,690
20,2026-01-24,despesa,transporte,1911
20,2026-02-10,receita,salario,7415
20,2026-03-01,receita,salario,7415
21,2026-02-26,despesa,transporte,1737
21,2026-03-30,despesa,lazer,975
21,2026-01-24,receita,salario,11673
21,2026-01-30,receita,salario,11673
21,2026-01-07,receita,salario,11673
21,2026-01-14,receita,salario,11673
21,2026-03-21,despesa,transporte,1691
21,2026-03-30,despesa,alimentacao,1629
21,2026-03-14,despesa,moradia,1769
21,2026-03-25,despesa,moradia,924
21,2026-02-26,despesa,alimentacao,739
21,2026-02-02,despesa,lazer,1143
21,2026-01-15,receita,salario,11673
21,2026-03-16,despesa,alimentacao,1728
21,2026-02-17,despesa,alimentacao,1499
21,2026-01-26,despesa,moradia,945
21,2026-01-14,despesa,educacao,363
21,2026-01-21,receita,salario,11673
21,2026-01-03,despesa,moradia,1033
21,2026-02-18,despesa,moradia,1930
22,2026-03-26,despesa,transporte,494
22,2026-02-10,receita,salario,2806
22,2026-03-09,despesa,alimentacao,1066
22,2026-03-12,despesa,moradia,338
22,2026-03-22,despesa,alimentacao,622
22,2026-01-28,despesa,transporte,1754
22,2026-02-08,despesa,alimentacao,578
22,2026-03-11,receita,salario,2806
22,2026-03-06,despesa,moradia,1590
22,2026-01-02,despesa,alimentacao,1130
22,2026-03-07,receita,salario,2806
22,2026-01-16,despesa,transporte,686
22,2026-02-08,despesa,educacao,393
22,2026-02-09,receita,salario,2806
22,2026-02-28,despesa,alimentacao,1777
22,2026-03-04,despesa,moradia,81
22,2026-01-07,despesa,transporte,1227
22,2026-03-09,despesa,moradia,263
22,2026-01-15,receita,salario,2806
22,2026-03-26,despesa,moradia,677
23,2026-01-14,receita,salario,14436
23,2026-02-09,despesa,alimentacao,1099
23,2026-03-04,despesa,moradia,1833
23,2026-01-03,despesa,alimentacao,1170
23,2026-02-11,despesa,educacao,823
23,2026-02-08,despesa,moradia,650
23,2026-02-19,receita,salario,14436
23,2026-03-10,despesa,moradia,553
23,2026-01-12,despesa,moradia,1993
23,2026-02-10,despesa,lazer,1670
23,2026-03-13,despesa,lazer,608
23,2026-01-15,despesa,transporte,1177
23,2026-03-23,receita,salario,14436
23,2026-03-25,despesa,lazer,435
23,2026-01-07,despesa,transporte,926
23,2026-01-03,despesa,lazer,1948
23,2026-02-09,despesa,educacao,269
23,2026-01-01,receita,salario,14436
23,2026-01-08,despesa,transporte,1965
23,2026-02-17,receita,salario,14436
24,2026-01-04,despesa,lazer,415
24,2026-01-19,despesa,educacao,1597
24,2026-01-11,despesa,lazer,1089
24,2026-01-01,despesa,alimentacao,1960
24,2026-01-21,despesa,alimentacao,1235
24,2026-01-04,despesa,educacao,1579
24,2026-02-28,receita,salario,2995
24,2026-01-27,despesa,moradia,180
24,2026-03-09,despesa,moradia,979
24,2026-01-26,receita,salario,2995
24,2026-01-05,despesa,alimentacao,1549
24,2026-01-09,despesa,alimentacao,1507
24,2026-01-06,despesa,moradia,1450
24,2026-01-11,despesa,transporte,1437
24,2026-03-14,despesa,moradia,1299
24,2026-03-27,despesa,lazer,525
24,2026-01-30,receita,salario,2995
24,2026-01-21,receita,salario,2995
24,2026-03-31,receita,salario,2995
24,2026-03-26,despesa,transporte,595
25,2026-02-10,despesa,lazer,387
25,2026-02-27,despesa,alimentacao,328
25,2026-02-17,despesa,transporte,322
25,2026-03-10,despesa,lazer,911
25,2026-01-15,receita,salario,8780
25,2026-02-02,receita,salario,8780
25,2026-01-16,receita,salario,8780
25,2026-02-09,receita,salario,8780
25,2026-02-16,receita,salario,8780
25,2026-03-14,despesa,lazer,50
25,2026-03-13,receita,salario,8780
25,2026-03-04,despesa,transporte,491
25,2026-01-25,receita,salario,8780
25,2026-01-15,receita,salario,8780
25,2026-02-26,despesa,educacao,1375
25,2026-01-14,despesa,moradia,1474
25,2026-02-08,despesa,lazer,1837
25,2026-03-18,despesa,moradia,1188
25,2026-01-06,despesa,moradia,456
25,2026-02-28,receita,salario,8780
26,2026-02-15,despesa,alimentacao,661
26,2026-03-13,receita,salario,2354
26,2026-01-19,despesa,moradia,1919
26,2026-03-25,receita,salario,2354
26,2026-02-09,despesa,lazer,203
26,2026-03-28,receita,salario,2354
26,2026-03-24,despesa,alimentacao,948
26,2026-02-11,despesa,transporte,333
26,2026-03-25,despesa,lazer,1791
26,2026-03-04,despesa,alimentacao,1709
26,2026-01-19,despesa,alimentacao,447
26,2026-02-07,receita,salario,2354
26,2026-02-05,receita,salario,2354
26,2026-01-30,receita,salario,2354
26,2026-02-02,despesa,moradia,138
26,2026-01-14,despesa,transporte,1812
26,2026-02-28,despesa,lazer,90
26,2026-03-09,receita,salario,2354
26,2026-01-08,despesa,lazer,1710
26,2026-03-27,despesa,moradia,1200
27,2026-02-24,despesa,transporte,1135
27,2026-02-17,receita,salario,7035
27,2026-02-04,receita,salario,7035
27,2026-02-19,despesa,lazer,710
27,2026-03-10,receita,salario,7035
27,2026-03-08,despesa,transporte,1062
27,2026-03-14,despesa,lazer,1397
27,2026-02-04,despesa,moradia,777
27,2026-03-06,receita,salario,7035
27,2026-03-28,despesa,educacao,381
27,2026-02-23,despesa,lazer,608
27,2026-01-15,despesa,alimentacao,75
27,2026-02-21,despesa,alimentacao,281
27,2026-01-21,despesa,educacao,1861
27,2026-01-29,despesa,lazer,1896
27,2026-03-12,receita,salario,7035
27,2026-01-04,despesa,alimentacao,628
27,2026-03-27,receita,salario,7035
27,2026-03-29,despesa,alimentacao,1000
27,2026-01-01,receita,salario,7035
28,2026-02-07,receita,salario,9504
28,2026-01-25,receita,salario,9504
28,2026-03-02,despesa,lazer,779
28,2026-01-27,receita,salario,9504
28,2026-03-06,despesa,transporte,1694
28,2026-02-09,despesa,lazer,1505
28,2026-03-25,receita,salario,9504
28,2026-01-13,despesa,transporte,98
28,2026-02-15,receita,salario,9504
28,2026-01-08,receita,salario,9504
28,2026-03-31,despesa,educacao,1830
28,2026-02-18,receita,salario,9504
28,2026-02-23,despesa,moradia,1850
28,2026-03-29,receita,salario,9504
28,2026-02-10,despesa,educacao,1862
28,2026-02-20,despesa,moradia,232
28,2026-02-10,receita,salario,9504
28,2026-03-05,despesa,alimentacao,1732
28,2026-01-11,receita,salario,9504
28,2026-02-15,receita,salario,9504
29,2026-02-09,despesa,alimentacao,1405
29,2026-03-13,despesa,alimentacao,1182
29,2026-01-12,despesa,transporte,1374
29,2026-03-31,despesa,moradia,1323
29,2026-03-10,receita,salario,12964
29,2026-02-15,receita,salario,12964
29,2026-02-16,receita,salario,12964
29,2026-02-16,despesa,alimentacao,1731
29,2026-03-07,despesa,lazer,1746
29,2026-02-05,despesa,moradia,1732
29,2026-01-28,despesa,moradia,1186
29,2026-03-17,receita,salario,12964
29,2026-01-15,despesa,transporte,1843
29,2026-03-04,despesa,educacao,251
29,2026-03-07,despesa,transporte,1339
29,2026-01-14,despesa,alimentacao,1191
29,2026-03-14,despesa,lazer,1613
29,2026-01-03,despesa,lazer,716
29,2026-01-02,despesa,alimentacao,436
29,2026-01-16,despesa,lazer,307
30,2026-03-22,despesa,transporte,317
30,2026-02-04,despesa,transporte,1384
30,2026-02-14,despesa,alimentacao,1430
30,2026-03-26,despesa,lazer,1200
30,2026-01-25,despesa,moradia,1578
30,2026-02-07,despesa,educacao,1511
30,2026-01-18,despesa,moradia,1502
30,2026-03-14,despesa,transporte,1707
30,2026-01-30,despesa,transporte,1939
30,2026-02-01,despesa,transporte,1229
30,2026-02-13,despesa,transporte,1136
30,2026-01-23,despesa,educacao,609
30,2026-02-01,despesa,alimentacao,1898
30,2026-02-02,despesa,transporte,1363
30,2026-02-25,receita,salario,11061
30,2026-01-07,receita,salario,11061
30,2026-02-25,despesa,lazer,608
30,2026-01-20,despesa,educacao,1275
30,2026-03-01,despesa,transporte,1492
30,2026-02-12,despesa,lazer,1548
31,2026-01-11,despesa,transporte,1879
31,2026-03-05,despesa,alimentacao,979
31,2026-02-17,receita,salario,3459
31,2026-03-17,despesa,educacao,1104
31,2026-01-04,receita,salario,3459
31,2026-02-19,despesa,alimentacao,1449
31,2026-03-29,despesa,educacao,124
31,2026-02-14,despesa,transporte,1228
31,2026-02-15,receita,salario,3459
31,2026-03-05,despesa,transporte,1636
31,2026-02-19,despesa,educacao,174
31,2026-01-15,despesa,lazer,534
31,2026-02-06,despesa,lazer,1942
31,2026-02-04,despesa,transporte,1781
31,2026-01-18,despesa,transporte,418
31,2026-01-29,receita,salario,3459
31,2026-02-16,receita,salario,3459
31,2026-01-17,despesa,alimentacao,1057
31,2026-01-22,despesa,transporte,1238
31,2026-02-18,despesa,educacao,414
32,2026-03-27,receita,salario,7034
32,2026-03-28,despesa,lazer,1627
32,2026-02-01,despesa,lazer,811
32,2026-03-26,despesa,alimentacao,1053
32,2026-01-21,despesa,lazer,408
32,2026-03-09,despesa,lazer,1677
32,2026-03-04,receita,salario,7034
32,2026-01-13,despesa,moradia,188
32,2026-02-20,despesa,educacao,1172
32,2026-03-23,despesa,moradia,1834
32,2026-01-24,despesa,lazer,214
32,2026-03-26,receita,salario,7034
32,2026-01-05,despesa,alimentacao,213
32,2026-01-19,receita,salario,7034
32,2026-01-11,despesa,alimentacao,1632
32,2026-01-12,receita,salario,7034
32,2026-01-11,despesa,lazer,1590
32,2026-03-22,despesa,transporte,607
32,2026-01-12,despesa,moradia,932
32,2026-01-19,despesa,lazer,669
33,2026-02-21,despesa,alimentacao,1072
33,2026-02-24,despesa,alimentacao,1175
33,2026-03-16,receita,salario,6923
33,2026-03-29,despesa,moradia,1996
33,2026-03-16,despesa,educacao,548
33,2026-03-22,despesa,lazer,1023
33,2026-03-23,despesa,lazer,1760
33,2026-01-04,despesa,educacao,212
33,2026-02-17,despesa,moradia,1913
33,2026-02-14,despesa,moradia,930
33,2026-03-13,receita,salario,6923
33,2026-02-07,receita,salario,6923
33,2026-03-10,despesa,alimentacao,1567
33,2026-03-02,despesa,educacao,769
33,2026-01-22,despesa,moradia,732
33,2026-03-08,despesa,transporte,1883
33,2026-03-05,receita,salario,6923
33,2026-03-21,despesa,lazer,1754
33,2026-01-24,despesa,alimentacao,1359
33,2026-02-26,despesa,educacao,1236
34,2026-01-19,receita,salario,2654
34,2026-01-26,despesa,alimentacao,1400
34,2026-01-30,receita,salario,2654
34,2026-03-06,despesa,moradia,1622
34,2026-01-01,receita,salario,2654
34,2026-01-13,despesa,moradia,1974
34,2026-03-01,despesa,transporte,1200
34,2026-01-01,despesa,lazer,243
34,2026-03-04,receita,salario,2654
34,2026-01-09,despesa,educacao,1457
34,2026-01-04,despesa,alimentacao,1431
34,2026-03-16,despesa,lazer,1844
34,2026-01-14,despesa,moradia,1758
34,2026-02-03,receita,salario,2654
34,2026-03-24,despesa,lazer,1601
34,2026-03-07,receita,salario,2654
34,2026-02-03,despesa,alimentacao,1729
34,2026-03-01,receita,salario,2654
34,2026-03-31,despesa,lazer,160
34,2026-01-31,receita,salario,2654
35,2026-02-08,despesa,moradia,1288
35,2026-03-19,receita,salario,13615
35,2026-02-24,despesa,lazer,782
35,2026-02-22,despesa,educacao,962
35,2026-01-30,despesa,lazer,1606
35,2026-01-19,despesa,educacao,1386
35,2026-01-25,receita,salario,13615
35,2026-03-22,despesa,lazer,593
35,2026-03-03,despesa,moradia,1557
35,2026-03-13,despesa,transporte,709
35,2026-02-01,despesa,transporte,1251
35,2026-01-28,receita,salario,13615
35,2026-02-22,despesa,educacao,1095
35,2026-01-30,despesa,educacao,1278
35,2026-02-28,despesa,transporte,1539
35,2026-01-12,despesa,moradia,1363
35,2026-03-23,despesa,moradia,1712
35,2026-03-16,receita,salario,13615
35,2026-02-18,despesa,lazer,1040
35,2026-01-26,despesa,educacao,1799
36,2026-02-07,despesa,moradia,1161
36,2026-02-19,despesa,alimentacao,439
36,2026-03-10,despesa,lazer,1905
36,2026-01-29,despesa,lazer,682
36,2026-03-06,receita,salario,6473
36,2026-01-09,despesa,transporte,477
36,2026-03-09,despesa,educacao,960
36,2026-02-20,despesa,moradia,226
36,2026-03-11,despesa,moradia,740
36,2026-02-06,receita,salario,6473
36,2026-03-28,despesa,lazer,978
36,2026-03-01,despesa,educacao,681
36,2026-02-24,receita,salario,6473
36,2026-01-23,receita,salario,6473
36,2026-01-13,receita,salario,6473
36,2026-01-24,despesa,educacao,1858
36,2026-03-09,despesa,educacao,1679
36,2026-03-14,receita,salario,6473
36,2026-03-24,despesa,transporte,1366
36,2026-02-11,receita,salario,6473
